satelite_id,Datetime,a0,a1,a2,AODE,C_rs,Delta n,M0,C_uc,e,C_us,sqrt(A),T_oe,C_ic,OMEGA0,C_is,i0,C_rc,omega,OMEGA DOT,IDOT,Spare1,BDT Week,Spare2,SV accurracy,SatH1,TGD1,TGD2,t_tm,AODC
C01,2024-10-14 00:00:00,-0.00038231117650900005,3.1024072200099998e-12,0.0,1.0,338.265625,2.46331689275e-09,-1.57831703796,1.13216228783e-05,0.00036855984944900004,2.0626932382600003e-05,6493.46682549,86400.0,8.288770914080001e-08,2.82014245,-1.6437843442e-07,0.0725524610041,-628.703125,1.29700343578,-1.55435045922e-09,1.8465054857900002e-10,0.0,980.0000000000001,0.0,2.0,0.0,-5.1999999861600005e-09,-9.7e-09,86400.0,0.0
C01,2024-10-14 01:00:00,-0.00038229988422200004,3.12283532367e-12,0.0,1.0,674.640625,2.8076169485200003e-09,-1.33279339889,2.2291205823400004e-05,0.000366152613424,1.2058764696100001e-05,6493.45069695,90000.0,6.6589564085e-08,3.13660893203,-1.4575198292699999e-07,0.0654690862731,-373.3125,0.997772128528,-1.7993606648800001e-09,1.36434254463e-10,0.0,980.0000000000001,0.0,2.0,0.0,-5.1999999861600005e-09,-9.7e-09,90000.0,0.0
C01,2024-10-14 02:00:00,-0.00038228835910600003,3.1601388172899998e-12,0.0,1.0,792.34375,3.60907890405e-09,-1.08347528387,2.5940593332100003e-05,0.00036281172651800005,-3.78536060452e-06,6493.43657875,93600.0,-2.0023435354200002e-08,-2.79078423255,-8.568167686460002e-08,0.060003334671200004,105.984375,0.6554780662640001,-2.5108188714000002e-09,7.75032283206e-11,0.0,980.0000000000001,0.0,2.0,0.0,-5.1999999861600005e-09,-9.7e-09,93600.0,0.0
C01,2024-10-14 03:00:00,-0.00038227695040400004,3.16102699571e-12,0.0,1.0,508.35937500000006,4.34553815196e-09,-0.824924186684,1.6376841813300003e-05,0.000361216138117,-2.04863026738e-05,6493.43140411,97200.0,-7.12461769581e-08,-2.40111489516,3.1664967536900005e-08,0.0570384868762,618.046875,0.270110547737,-3.2119195036300003e-09,3.5715773419599996e-12,0.0,980.0000000000001,0.0,2.0,0.0,-5.1999999861600005e-09,-9.7e-09,97200.0,0.0
C01,2024-10-14 04:00:00,-0.00038226577453300003,3.13615799996e-12,0.0,1.0,-124.37499999999999,4.0319536613400004e-09,-0.558799246609,-4.427507519719999e-06,0.00036418344825500003,-2.6515219360600003e-05,6493.43921661,100800.0,-1.11758708954e-08,-1.99835559793,7.12461769581e-08,0.0571745967743,810.96875,-0.135908201191,-2.9447655184500003e-09,-6.500270762369999e-11,0.0,980.0000000000001,0.0,2.0,0.0,-5.1999999861600005e-09,-9.7e-09,100800.0,0.0
C01,2024-10-14 05:00:00,-0.000382254598662,3.12994075102e-12,0.0,1.0,-742.015625,2.92797910494e-09,-0.292602338279,-2.44174152613e-05,0.00037214311305400004,-1.63679942489e-05,6493.4586944600005,104400.0,3.21306288242e-08,-1.61097029698,6.053596735000001e-09,0.0603818003558,509.078125,-0.526638256597,-1.96436753808e-09,-1.11433213069e-10,0.0,980.0000000000001,0.0,2.0,0.0,-5.1999999861600005e-09,-9.7e-09,104400.0,0.0
C01,2024-10-14 06:00:00,-0.000382243422791,3.11572989631e-12,0.0,1.0,-999.609375,1.6847130322e-09,-0.032332117779599996,-3.24826687574e-05,0.000381732592359,3.36160883307e-06,6493.481916430001,108000.0,-3.25962901115e-09,-1.25850253917,-6.93835318089e-08,0.0660204191355,-93.328125,-0.876562658182,-8.7075055597e-10,-1.32862677121e-10,0.0,980.0000000000001,0.0,2.0,0.0,-5.1999999861600005e-09,-9.7e-09,108000.0,0.0
C01,2024-10-14 07:00:00,-0.000382232945412,3.0100366643599997e-12,0.0,1.0,-826.71875,7.63960393445e-10,0.224475611156,-2.6599504053600004e-05,0.000387985957786,2.2035092115400002e-05,6493.49790001,111600.00000000001,-6.798654794690001e-08,-0.94523995745,-7.35744833946e-08,0.0732012051926,-670.421875,-1.18387978722,-5.1073555989999996e-11,-1.37148569931e-10,0.0,980.0000000000001,0.0,2.0,0.0,-5.1999999861600005e-09,-9.7e-09,111600.00000000001,0.0
C01,2024-10-14 08:00:00,-0.00038222130388,3.1166180747299996e-12,0.0,1.0,-349.015625,2.2536653027800002e-10,0.48678203222000005,-1.1032912880200001e-05,0.000388274667785,3.2851472497e-05,6493.49858284,115199.99999999999,-1.16415321827e-07,-0.6660889022140001,-1.25728547573e-08,0.08109727773,-1009.015625,-1.4626606408,4.91806199988e-10,-1.27148153374e-10,0.0,980.0000000000001,0.0,2.0,0.0,-5.1999999861600005e-09,-9.7e-09,115199.99999999999,0.0
C01,2024-10-14 09:00:00,-0.00038220989517900004,3.1423752489e-12,0.0,1.0,243.62499999999997,-2.60725145963e-11,0.760512224032,8.023343980310001e-06,0.000384724582545,3.3903401345e-05,6493.4850768999995,118800.0,-1.3876706361799998e-07,-0.413420053793,7.869675755500001e-08,0.0890528017952,-1045.75,-1.72646889941,8.50035407387e-10,-1.0071848104300001e-10,0.0,980.0000000000001,0.0,2.0,0.0,-5.1999999861600005e-09,-9.7e-09,118800.0,0.0
C01,2024-10-14 10:00:00,-0.00038219860289200004,3.14415160574e-12,0.0,1.0,757.609375,-3.16084594764e-10,1.03829944024,2.4456530809400003e-05,0.000382075435482,2.6533380150800004e-05,6493.46959114,122400.0,-1.6158446669599998e-07,-0.180311223235,1.1455267667799999e-07,0.0965746745171,-819.6249999999999,-1.97486297686,1.26326690585e-09,-4.607334771129999e-11,0.0,980.0000000000001,0.0,2.0,0.0,-5.1999999861600005e-09,-9.7e-09,122400.0,0.0
C01,2024-10-14 11:00:00,-0.000382187427022,3.12816439418e-12,0.0,1.0,1047.15625,-6.39669501945e-10,1.30392479379,3.3774878829700004e-05,0.000381801859476,1.3604760170000002e-05,6493.46666145,126000.0,-1.5087425708799998e-07,0.0386798802466,9.82545316219e-08,0.10329523678700002,-418.98437499999994,-2.19706472324,1.61506727403e-09,1.92865176466e-11,0.0,980.0000000000001,0.0,2.0,0.0,-5.1999999861600005e-09,-9.7e-09,126000.0,0.0
C01,2024-10-14 12:00:00,-0.00038217601832,3.14415160574e-12,0.0,1.0,1070.90625,-8.607501394130001e-10,1.55285241794,3.47071327269e-05,0.000381169258617,-1.54878944159e-06,6493.479230880001,129600.0,-8.80099833012e-08,0.24765404570500002,7.45058059692e-08,0.108940346534,51.390625,-2.39263431809,1.7450726892800001e-09,7.4645966447e-11,0.0,980.0000000000001,0.0,2.0,0.0,-5.1999999861600005e-09,-9.7e-09,129600.0,0.0
C01,2024-10-14 13:00:00,-0.000382164376788,3.18411963462e-12,0.0,1.0,889.84375,-8.161054226379999e-10,1.79794418165,2.9083807021400003e-05,0.000378710683435,-1.56541354954e-05,6493.49623299,133200.0,4.65661287308e-10,0.449713720084,8.475035429000001e-08,0.11330808887999999,487.93749999999994,-2.57752689166,1.57256550367e-09,1.10361739867e-10,0.0,980.0000000000001,0.0,2.0,0.0,-5.1999999861600005e-09,-9.7e-09,133200.0,0.0
C01,2024-10-14 14:00:00,-0.000382152968086,3.17079695833e-12,0.0,1.0,604.203125,-5.26450500205e-10,2.05425328812,1.99694186449e-05,0.00037716177757799997,-2.59494408965e-05,6493.50299454,136800.0,6.56582415104e-08,0.647281229473,9.918585419650001e-08,0.11625594634400001,803.296875,-2.769202399,1.22683681696e-09,1.34291308058e-10,0.0,980.0000000000001,0.0,2.0,0.0,-5.1999999861600005e-09,-9.7e-09,136800.0,0.0
C01,2024-10-14 15:00:00,-0.000382142141461,3.09707814949e-12,0.0,1.0,288.640625,-3.6430088887999994e-11,2.32320928482,9.71974804997e-06,0.000380156328902,-3.0906870961200004e-05,6493.4936904900005,140400.0,9.266659617420001e-08,0.8423540231980001,1.0058283805799999e-07,0.117693212155,950.8125,-2.97106569711,7.9324732765e-10,1.50363406097e-10,0.0,980.0000000000001,0.0,2.0,0.0,-5.1999999861600005e-09,-9.7e-09,140400.0,0.0
