satelite_id,Datetime,a0,a1,a2,X,Vx,ax,Health,Y,Vy,ay,Accurracy code,Z,Vz,az,IODN
S21,2024-10-13 23:58:40,0.0,0.0,86410.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,190.0
S21,2024-10-14 00:01:20,0.0,0.0,86491.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,191.0
S21,2024-10-14 00:04:16,0.0,0.0,86661.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,192.0
S21,2024-10-14 00:06:56,0.0,0.0,86827.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,193.0
S21,2024-10-14 00:09:52,0.0,0.0,86992.99999999999,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,194.0
S21,2024-10-14 00:12:32,0.0,0.0,87155.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,195.0
S21,2024-10-14 00:15:12,0.0,0.0,87321.00000000001,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,196.0
S21,2024-10-14 00:18:08,0.0,0.0,87490.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,197.0
S21,2024-10-14 00:20:48,0.0,0.0,87652.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,198.0
S21,2024-10-14 00:23:28,0.0,0.0,87817.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,199.0
S21,2024-10-14 00:26:08,0.0,0.0,87983.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,200.0
S21,2024-10-14 00:29:04,0.0,0.0,88149.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,200.99999999999997
S21,2024-10-14 00:31:44,0.0,0.0,88314.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,202.0
