satelite_id,Datetime,a0,a1,a2,X,Vx,ax,Health,Y,Vy,ay,Frequency number,Z,Vz,az,Age of operation
R01,2024-10-02 23:45:00,9.9734403193e-05,9.094947017729001e-13,343800.0,11207.08642578,0.3706007003784,1.862645149231e-09,0.0,5217.716796875,3.032090187073,-0.0,1.0,-22317.13085938,0.8957643508911,1.862645149231e-09,0.0
R01,2024-10-03 00:15:00,9.973719716072001e-05,9.094947017729001e-13,345600.0,12215.77148438,0.7264413833618,1.862645149231e-09,0.0,10345.67724609,2.621209144592,-9.313225746155e-10,1.0,-19863.34619141,1.813004493713,1.862645149231e-09,0.0
R01,2024-10-03 00:45:00,9.973905980587002e-05,9.094947017729001e-13,347400.0,13711.928222659999,0.8994474411011,9.313225746155e-10,0.0,14516.139648440001,1.981585502625,-1.862645149231e-09,1.0,-15874.46728516,2.590350151062,1.862645149231e-09,0.0
R01,2024-10-03 01:15:00,9.974092245102e-05,9.094947017729001e-13,349200.0,15308.16064453,0.8311796188354,0.0,0.0,17398.551269530002,1.207853317261,-2.793967723846e-09,1.0,-10658.42773438,3.167645454407,9.313225746155e-10,0.0
R01,2024-10-03 01:45:00,9.974371641874002e-05,9.094947017729001e-13,351000.0,16548.62939453,0.5052127838135,-0.0,0.0,18851.58056641,0.41272544860840005,-2.793967723846e-09,1.0,-4618.216796875,3.500123023987,0.0,0.0
R01,2024-10-03 02:15:00,9.974557906390001e-05,9.09494701773e-13,352800.0,16988.8491211,-0.0494842529297,-9.31322574615e-10,0.0,18939.3662109,-0.291359901428,-2.79396772385e-09,1.0,1779.18505859,3.56192302704,0.0,0.0
R01,2024-10-03 02:45:00,9.9747441709e-05,9.09494701773e-13,354600.0,16274.7099609,-0.76278591156,-9.31322574615e-10,0.0,17914.3393555,-0.810500144958,-1.8626451492300002e-09,1.0,8038.930664060001,3.34815216064,-9.31322574615e-10,0.0
R01,2024-10-03 03:15:00,9.97502356768e-05,9.09494701773e-13,356400.0,14207.4526367,-1.53456497192,-1.8626451492300002e-09,0.0,16169.5537109,-1.08446311951,-9.31322574615e-10,1.0,13676.6801758,2.87530517578,-9.31322574615e-10,0.0
R01,2024-10-03 03:45:00,9.975209832190001e-05,9.09494701773e-13,358200.0,10783.6157227,-2.25094509125,-1.8626451492300002e-09,0.0,14168.5576172,-1.096159935,0.0,1.0,18256.1962891,2.17998409271,-1.8626451492300002e-09,0.0
R01,2024-10-03 04:15:00,9.975396096710001e-05,9.09494701773e-13,360000.0,6203.156738279999,-2.80292224884,-9.31322574615e-10,0.0,12364.5898438,-0.873865127563,0.0,1.0,21423.1855469,1.31603908539,-2.79396772385e-09,0.0
R01,2024-10-03 04:45:00,9.975582361220002e-05,9.09494701773e-13,361800.0,844.236328125,-3.10425567627,-9.31322574615e-10,0.0,11122.6459961,-0.48585128784200005,9.31322574615e-10,1.0,22932.7373047,0.350358963013,-2.79396772385e-09,0.0
R01,2024-10-03 05:15:00,9.975861757990001e-05,9.09494701773e-13,363600.0,-4791.28125,-3.10565471649,0.0,0.0,10657.4477539,-0.0283489227295,9.31322574615e-10,1.0,22668.2363281,-0.6423225402830001,-2.79396772385e-09,0.0
R01,2024-10-03 05:45:00,9.976048022510001e-05,9.09494701773e-13,365400.0,-10152.7080078,-2.80292892456,9.31322574615e-10,0.0,10997.6333008,0.39114093780500003,1.8626451492300002e-09,1.0,20650.324707,-1.58522033691,-2.79396772385e-09,0.0
R01,2024-10-03 06:15:00,9.976234287020002e-05,9.09494701773e-13,367200.0,-14723.5576172,-2.23775672913,1.8626451492300002e-09,0.0,11982.104980499998,0.672382354736,9.31322574615e-10,1.0,17035.2529297,-2.40542221069,-1.8626451492300002e-09,0.0
R01,2024-10-03 06:45:00,9.976513683796001e-05,9.094947017729001e-13,369000.0,-18099.11816406,-1.490947723389,2.793967723846e-09,0.0,13289.08984375,0.7397060394287001,9.313225746155e-10,1.0,12102.758789059999,-3.039521217346,-9.313225746155e-10,0.0
R01,2024-10-03 07:15:00,9.976699948311e-05,9.094947017729001e-13,370800.0,-20045.89941406,-0.6693181991577001,2.793967723846e-09,0.0,14493.03613281,0.5551958084106,0.0,1.0,6234.404785156,-3.438522338867,-9.313225746155e-10,0.0
R01,2024-10-03 07:45:00,9.976979345083001e-05,9.094947017729001e-13,372600.0,-20533.25585938,0.11166763305659999,2.793967723846e-09,0.0,15139.81835938,0.1255559921265,-0.0,1.0,-115.9711914062,-3.571635246277,0.0,0.0
R01,2024-10-03 08:15:00,9.977165609598001e-05,9.094947017729001e-13,374400.0,-19732.0703125,0.7466173171997,1.862645149231e-09,0.0,14827.64941406,-0.4985046386719,-9.313225746155e-10,1.0,-6457.396972656,-3.428659439087,0.0,0.0
R01,2024-10-03 08:45:00,9.977445006371e-05,9.094947017729001e-13,376200.0,-17980.87255859,1.157176017761,9.313225746155e-10,0.0,13280.134277340001,-1.230264663696,-9.313225746155e-10,1.0,-12299.768554690001,-3.020747184753,9.313225746155e-10,0.0
R01,2024-10-03 09:15:00,9.977631270885001e-05,9.094947017729001e-13,378000.0,-15725.1484375,1.304421424866,9.313225746155e-10,0.0,10399.20068359,-1.9610414505,-1.862645149231e-09,1.0,-17191.726074219998,-2.379508018494,1.862645149231e-09,0.0
R01,2024-10-03 09:45:00,9.977910667658e-05,9.094947017729001e-13,379800.0,-13440.045898440001,1.194663047791,-0.0,0.0,6289.000488281,-2.577944755554,-9.313225746155e-10,1.0,-20755.46337891,-1.554522514343,1.862645149231e-09,0.0
R01,2024-10-03 10:15:00,9.978190064430001e-05,9.094947017729001e-13,381600.0,-11549.39306641,0.8776941299438001,-9.313225746155e-10,0.0,1246.6977539060001,-2.982390403748,-9.313225746155e-10,1.0,-22715.793945309997,-0.6094923019409001,2.793967723846e-09,0.0
R01,2024-10-03 10:45:00,9.978376328945001e-05,9.094947017729001e-13,383400.0,-10354.480957029999,0.43784332275390003,-9.313225746155e-10,0.0,-4278.444335938,-3.10632610321,-0.0,1.0,-22921.28613281,0.38266468048100005,2.793967723846e-09,0.0
R01,2024-10-03 11:15:00,9.978655725718e-05,9.094947017729001e-13,385200.0,-9984.403320312,-0.02068614959717,-1.862645149231e-09,0.0,-9751.078125,-2.92350769043,0.0,1.0,-21355.90185547,1.34539604187,1.862645149231e-09,0.0
R01,2024-10-03 11:45:00,9.978841990232001e-05,9.094947017729001e-13,387000.0,-10376.13720703,-0.3917446136475,-1.862645149231e-09,0.0,-14630.1640625,-2.453979492188,9.313225746155e-10,1.0,-18140.276855469998,2.204368591309,1.862645149231e-09,0.0
R01,2024-10-03 12:15:00,9.979121387005e-05,9.094947017729001e-13,388800.0,-11287.635742190001,-0.585470199585,-1.862645149231e-09,0.0,-18450.6640625,-1.761012077332,1.862645149231e-09,1.0,-13522.541503909999,2.893172264099,1.862645149231e-09,0.0
R01,2024-10-03 12:45:00,9.97930765152e-05,9.094947017729001e-13,390600.0,-12341.74707031,-0.5438213348388999,-9.313225746155e-10,0.0,-20893.21533203,-0.9409885406494001,2.793967723846e-09,1.0,-7859.317382812,3.358455657959,9.313225746155e-10,0.0
R01,2024-10-03 13:15:00,9.979587048292001e-05,9.094947017729001e-13,392400.0,-13093.651855470001,-0.2508096694946,-0.0,0.0,-21830.37207031,-0.10785102844240001,2.793967723846e-09,1.0,-1588.2934570310001,3.564094543457,0.0,0.0
R01,2024-10-03 13:45:00,9.979773312807e-05,9.094947017729001e-13,394200.0,-13110.563964840001,0.2643098831177,0.0,0.0,-21341.843749999996,0.6253271102905,2.793967723846e-09,1.0,4805.577636719,3.494047164917,0.0,0.0
R01,2024-10-03 14:15:00,9.979959577322e-05,9.094947017729001e-13,396000.0,-12050.32226562,0.9314479827881,9.313225746155e-10,0.0,-19696.23681641,1.164595603943,1.862645149231e-09,1.0,10827.64208984,3.153652191162,-9.313225746155e-10,0.0
R01,2024-10-03 14:45:00,9.980238974094e-05,9.094947017729001e-13,397800.0,-9725.641113281,1.650984764099,9.313225746155e-10,0.0,-17302.40527344,1.450166702271,9.313225746155e-10,1.0,16011.928222659999,2.569233894348,-1.862645149231e-09,0.0
R01,2024-10-03 15:15:00,9.980425238609001e-05,9.094947017729001e-13,399600.0,-6143.145019531,2.310090065002,9.313225746155e-10,0.0,-14638.57714844,1.465719223022,0.0,1.0,19957.31152344,1.786046981812,-1.862645149231e-09,0.0
R01,2024-10-03 15:45:00,9.980611503120002e-05,9.09494701773e-13,401400.0,-1510.50878906,2.80133152008,9.31322574615e-10,0.0,-12171.1376953,1.24042892456,0.0,1.0,22358.609375,0.86473941803,-2.79396772385e-09,0.0
R01,2024-10-03 16:15:00,9.980797767640002e-05,9.09494701773e-13,403200.0,3789.62597656,3.04047012329,0.0,0.0,-10276.6337891,0.843414306641,-9.31322574615e-10,1.0,23030.1865234,-0.12337398529100002,-2.79396772385e-09,0.0
R01,2024-10-03 16:45:00,9.98107716441e-05,9.09494701773e-13,405000.0,9254.7890625,2.98049068451,0.0,0.0,-9179.986328129999,0.37154006958,-9.31322574615e-10,1.0,21920.2646484,-1.1018447876,-2.79396772385e-09,0.0
R01,2024-10-03 17:15:00,9.98126342893e-05,9.09494701773e-13,406799.99999999994,14337.8823242,2.61955165863,-9.31322574615e-10,0.0,-8919.13720703,-0.0673389434814,-1.8626451492300002e-09,1.0,19114.8710937,-1.99499702454,-1.8626451492300002e-09,0.0
