satelite_id,Datetime,a0,a1,a2,AODE,C_rs,Delta n0,M0,C_uc,e,C_us,sqrt(A),T_oe,C_ic,OMEGA0,C_is,i0,C_rc,omega,OMEGA DOT,IDOT,Spare1,BDT Week,Spare2,SV accurracy,SatH1,TGD1,TGD2,t_tm,AODC
C01,2024-10-16 00:00:00,-0.000381770543754,3.14948067626e-12,0.0,1.0,-87.25,1.28433921217e-09,-1.53799177425,-2.83820554614e-06,0.00041080755181599997,2.8818845748900002e-05,6493.50193596,259200.0,1.02445483208e-08,2.85934641919,-5.02914190292e-08,0.0715552350999,-871.9375,1.25159668808,-5.303792352810001e-10,-2.1072306317599998e-10,0.0,980.0000000000001,0.0,2.0,0.0,-5.1999999861600005e-09,-9.7e-09,259200.0,0.0
C01,2024-10-16 01:00:00,-0.000381759135053,3.1681324230699998e-12,0.0,1.0,462.421875,-5.92881838765e-10,-1.28086683347,1.5320722013700003e-05,0.00040974712465,2.5571323931200002e-05,6493.49603081,262800.0,1.0337680578199999e-07,-3.10230660739,-9.31322574615e-08,0.064629274743,-775.203125,0.935702463032,1.3868434818800001e-09,-2.04651381694e-10,0.0,980.0000000000001,0.0,2.0,0.0,-5.1999999861600005e-09,-9.7e-09,262800.0,0.0
C01,2024-10-16 02:00:00,-0.000381747609936,3.17612602885e-12,0.0,1.0,899.25,-2.46795994329e-09,-1.03020876595,2.96570360661e-05,0.00040592369623500003,1.0797288268800002e-05,6493.481197360001,266400.0,1.0384246706999999e-07,-2.74137110669,-1.63912773132e-07,0.0594410094423,-330.796875,0.586924560587,3.36013996332e-09,-1.58935191717e-10,0.0,980.0000000000001,0.0,2.0,0.0,-5.1999999861600005e-09,-9.7e-09,266400.0,0.0
C01,2024-10-16 03:00:00,-0.000381736317649,3.16724424465e-12,0.0,1.0,933.40625,-3.6672956147300003e-09,-0.778870315715,3.0605122447000004e-05,0.00040009187068800004,-1.17844901979e-05,6493.46346283,270000.0,-6.519258022310001e-09,-2.3483732898,-1.78348273039e-07,0.056859981612199996,352.78125,0.20543711773800002,4.6759090561e-09,-7.50031241812e-11,0.0,980.0000000000001,0.0,2.0,0.0,-5.1999999861600005e-09,-9.7e-09,270000.0,0.0
C01,2024-10-16 04:00:00,-0.00038172490894800004,3.16191517413e-12,0.0,1.0,448.84375,-3.90730561211e-09,-0.521839784356,1.4468561857900001e-05,0.00039512256626,-2.9562972486000002e-05,6493.45040512,273600.0,-1.2293457984899999e-07,-1.94593293066,-9.732320904730001e-08,0.057419342969,896.2187500000001,-0.19117422676200002,5.00270838288e-09,3.53586156854e-11,0.0,980.0000000000001,0.0,2.0,0.0,-5.1999999861600005e-09,-9.7e-09,273600.0,0.0
C01,2024-10-16 05:00:00,-0.000381713383831,3.17967874253e-12,0.0,1.0,-290.90625,-3.53800451495e-09,-0.259893365488,-9.873416274789999e-06,0.00039451604243400003,-3.1373463571100004e-05,6493.44890404,277200.0,-1.81142240763e-07,-1.56229563168,-1.44354999065e-08,0.0609973582477,958.640625,-0.57391173311,4.6459078064200005e-09,1.6429255773e-10,0.0,980.0000000000001,0.0,2.0,0.0,-5.1999999861600005e-09,-9.7e-09,277200.0,0.0
C01,2024-10-16 06:00:00,-0.00038170209154500003,3.1645797093899997e-12,0.0,1.0,-891.828125,-2.9697665598400003e-09,0.000676772235994,-2.9414892196700004e-05,0.000399549258873,-1.7839018255500003e-05,6493.4611892699995,280800.0,-2.34227627516e-07,-1.21501991935,3.7252902984600004e-09,0.0668969469835,552.640625,-0.9189490754490001,4.00088093846e-09,3.06084178206e-10,0.0,980.0000000000001,0.0,2.0,0.0,-5.1999999861600005e-09,-9.7e-09,280800.0,0.0
C01,2024-10-16 07:00:00,-0.000381691032089,3.1201707884099997e-12,0.0,1.0,-1150.65625,-2.06044296858e-09,0.254098881564,-3.7567690014800006e-05,0.00040840299334400003,2.75485217571e-06,6493.48431396,284400.0,-2.63098627329e-07,-0.906677419325,4.00468707085e-08,0.07422224594020001,-73.75,-1.21796522548,2.9401224679e-09,4.2537486142800003e-10,0.0,980.0000000000001,0.0,2.0,0.0,-5.1999999861600005e-09,-9.7e-09,284400.0,0.0
C01,2024-10-16 08:00:00,-0.000381679623388,3.14415160574e-12,0.0,1.0,-1048.609375,-1.0193281734e-09,0.50233462007,-3.39085236192e-05,0.00041635008528800003,2.2420194000000003e-05,6493.50818443,288000.0,-2.45403498411e-07,-0.631500628285,7.96280801296e-08,0.08216560876739999,-677.875,-1.47870778419,1.7390010078e-09,5.11092717635e-10,0.0,980.0000000000001,0.0,2.0,0.0,-5.1999999861600005e-09,-9.7e-09,288000.0,0.0
C01,2024-10-16 09:00:00,-0.000381668214686,3.15569792519e-12,0.0,1.0,-651.046875,2.29295265354e-10,0.755366544277,-2.0778272301000003e-05,0.00041960820090000006,3.61246056855e-05,6493.52057266,291600.0,-1.6437843442e-07,-0.381825486644,1.47148966789e-07,0.0900937996712,-1103.53125,-1.71883528023,4.06445501515e-10,5.500229106620001e-10,0.0,980.0000000000001,0.0,2.0,0.0,-5.1999999861600005e-09,-9.7e-09,291600.0,0.0
