satelite_id,Datetime,a0,a1,a2,IODEC,C_rs,Delta n,M0,C_uc,e,C_us,sqrt(A),T_oe,C_ic,OMEGA0,C_is,i0,C_rc,omega,OMEGA DOT,IDOT,Spare1,IRN Week,Spare2,User Range accurracy,Health,TGD,Spare3,t_tm
I02,2024-09-24 23:50:24,0.00042414199560880005,1.84172677109e-11,0.0,160.0,76.6875,3.734441268754e-09,-0.339846597392,2.391636371613e-06,0.0020024569239469998,1.0266900062560002e-05,6493.4085617069995,258624.0,2.2351741790770002e-08,-1.923095726142,-1.862645149231e-07,0.5023790050049,-226.75,-3.050159666525,-3.214419607765e-09,-8.478924609815e-10,0.0,2333.0,,2.0,0.0,-1.862645149231e-09,,258912.0
I02,2024-09-25 00:05:36,0.00042415782809260006,1.762145984685e-11,0.0,161.0,79.5,3.748727578122e-09,-0.27342801438000003,2.462416887283e-06,0.0020018867217,1.044198870659e-05,6493.407146454,259536.0,2.607703208923e-08,-1.923098612479,-1.862645149231e-07,0.5023781769933,-233.37500000000003,-3.050071183387,-3.212990976828e-09,-8.478924609815e-10,0.0,2333.0,,2.0,0.0,-1.862645149231e-09,,259920.00000000003
I02,2024-09-25 00:20:48,0.00042417459189890005,1.909938873723e-11,0.0,162.0,81.0,3.760156625616001e-09,-0.2069598881843,2.499669790268e-06,0.002001279382966,1.059100031853e-05,6493.405628204,260448.0,2.607703208923e-08,-1.923101557333,-1.862645149231e-07,0.5023774513859001,-239.125,-3.050032271229,-3.211562345891e-09,-8.478924609815e-10,0.0,2333.0,,2.0,0.0,-1.862645149231e-09,,260688.0
I02,2024-09-25 00:36:00,0.0004241880960763,1.591615728103e-11,0.0,163.0,81.375,3.7658711493640006e-09,-0.14050556462070002,2.510845661163e-06,0.002000998123549,1.069903373718e-05,6493.4049606319995,261360.0,2.9802322387700004e-08,-1.923104475855,-1.862645149231e-07,0.502376664336,-243.3125,-3.049979281411,-3.208705084018e-09,-8.478924609815e-10,0.0,2333.0,,2.0,0.0,-1.862645149231e-09,,261504.0
I02,2024-09-25 00:50:24,0.00042420299723739996,1.830358087318e-11,0.0,164.0,81.25,3.7672997803e-09,-0.07745764726763,2.507120370865e-06,0.002000725828111,1.0747462511060001e-05,6493.404272079,262224.0,3.725290298462e-08,-1.923107249548,-1.862645149231e-07,0.5023760118745,-245.43750000000003,-3.050020569348,-3.2044191912070003e-09,-8.478924609815e-10,0.0,2333.0,,2.0,0.0,-1.862645149231e-09,,262416.0
I02,2024-09-25 01:05:36,0.00042421929538249997,1.807620719774e-11,0.0,165.0,81.1875,3.764442518427e-09,-0.01098668447379,2.5033950805659997e-06,0.002000618493184,1.0736286640170001e-05,6493.403867722,263136.0,4.0978193283079996e-08,-1.92311015344,-1.862645149231e-07,0.5023752306763,-245.43750000000003,-3.049984167557,-3.19870466746e-09,-8.478924609815e-10,0.0,2333.0,,2.0,0.0,-1.862645149231e-09,,263328.0
I02,2024-09-25 01:20:48,0.0004242365248501,1.921307557495e-11,0.0,166.0,81.8125,3.760156625616001e-09,0.055584599390250004,2.525746822357e-06,0.002000832813792,1.066923141479e-05,6493.404413223,264048.0,4.842877388e-08,-1.923112965168,-1.825392246246e-07,0.5023744845881,-243.375,-3.050048789038,-3.1972760365230006e-09,-8.507497228551e-10,0.0,2333.0,,2.0,0.0,-1.862645149231e-09,,264192.0
I02,2024-09-25 01:36:00,0.0004242528229952,1.909938873723e-11,0.0,167.0,83.625,3.750156209059e-09,0.12205990266200001,2.577900886536e-06,0.002001144457608,1.0557472705840002e-05,6493.405090331999,264960.0,5.2154064178470006e-08,-1.923115851506,-1.788139343262e-07,0.5023737282594001,-239.62500000000003,-3.050016843295,-3.1915615127760003e-09,-8.514640383235e-10,0.0,2333.0,,2.0,0.0,-1.862645149231e-09,,265104.0
I02,2024-09-25 01:50:24,0.00042426679283380004,1.625721779419e-11,0.0,168.0,86.75,3.735869899691e-09,0.1849447382964,2.671033143997e-06,0.0020016714697700002,1.04233622551e-05,6493.406450272,265824.0,5.587935447693e-08,-1.923118571071,-1.7136335372919998e-07,0.502373039225,-235.12499999999997,-3.049894607712,-3.187275619966e-09,-8.521783537919e-10,0.0,2333.0,,2.0,0.0,-1.862645149231e-09,,266016.0
I02,2024-09-25 02:05:36,0.00042428402230140007,1.966782292584e-11,0.0,169.0,91.5,3.7215835903230003e-09,0.2514289960898,2.80886888504e-06,0.0020022493554279997,1.027062535286e-05,6493.407802582,266736.0,5.587935447693e-08,-1.923121444242,-1.676380634308e-07,0.5023722785076,-230.0625,-3.049871964666,-3.182989727155e-09,-8.532498269944e-10,0.0,2333.0,,2.0,0.0,-1.862645149231e-09,,266928.0
I02,2024-09-25 02:20:48,0.00042430078610780007,1.830358087318e-11,0.0,170.0,97.5,3.7072972809550004e-09,0.31777304342560003,2.98023223877e-06,0.002002961118706,1.013278961182e-05,6493.409704208,267648.0,5.587935447693e-08,-1.923124340819,-1.639127731323e-07,0.5023714782914,-225.4375,-3.049708765914,-3.1815610962190003e-09,-8.539641424628e-10,0.0,2333.0,,2.0,0.0,-1.862645149231e-09,,267792.0
I02,2024-09-25 02:36:00,0.0004243180155754,1.9781509763559997e-11,0.0,171.0,104.18750000000001,3.6944396025240004e-09,0.3841585718036,3.17394733429e-06,0.002003735629842,1.0021030902860001e-05,6493.411781311,268560.0,5.2154064178470006e-08,-1.923127215453,-1.639127731323e-07,0.5023707175740001,-221.74999999999997,-3.049587447581,-3.1815610962190003e-09,-8.543213001970001e-10,0.0,2333.0,,2.0,0.0,-1.862645149231e-09,,268704.0
I02,2024-09-25 02:50:24,0.00042433198541400003,1.693933882052e-11,0.0,172.0,110.56250000000001,3.6858678169040003e-09,0.44697003917050004,3.3564865589139995e-06,0.00200426846277,9.946525096892999e-06,6493.413324356,269424.0,5.2154064178470006e-08,-1.923129996461,-1.676380634308e-07,0.5023699378387,-219.375,-3.049392086575,-3.184418358092e-09,-8.539641424628e-10,0.0,2333.0,,2.0,0.0,-1.862645149231e-09,,269616.0
I02,2024-09-25 03:05:36,0.0004243492148817001,1.8985701899509997e-11,0.0,173.0,116.875,3.681581924093e-09,0.5133364252655,3.542751073837e-06,0.00200500281062,9.901821613312e-06,6493.415365219,270336.0,4.842877388e-08,-1.923133311433,-1.7508864402769998e-07,0.5023688450389,-218.0625,-3.049251529406,-3.1915615127760003e-09,-8.525355115261e-10,0.0,2333.0,,2.0,0.0,-1.862645149231e-09,,270528.0
I02,2024-09-25 03:20:48,0.00042436458170410003,1.887201506179e-11,0.0,174.0,121.5625,3.6801532931560004e-09,0.5799620492215001,3.684312105179e-06,0.00200431549456,9.890645742415999e-06,6493.412647247,271248.0,5.2154064178470006e-08,-1.923135542383,-1.862645149231e-07,0.5023685846394,-217.8125,-3.04937064751,-3.2001332983970005e-09,-8.500354073867e-10,0.0,2333.0,,2.0,0.0,-1.862645149231e-09,,271440.0
I02,2024-09-25 03:36:00,0.0004243794828653,1.659827830736e-11,0.0,175.0,124.50000000000001,3.684439185967e-09,0.6461270295328001,3.773719072342e-06,0.00200518744532,9.898096323012999e-06,6493.416017531999,272160.0,5.960464477539e-08,-1.923139025591,-1.974403858185e-07,0.5023674698959,-218.18749999999997,-3.049028163759,-3.208705084018e-09,-8.461066723105001e-10,0.0,2333.0,,2.0,0.0,-1.862645149231e-09,,272304.0
I02,2024-09-25 03:50:24,0.000424395315349,1.89857018995e-11,0.0,176.0,125.4375,3.69301097159e-09,0.709155817769,3.80352139473e-06,0.00200525973924,9.909272193910001e-06,6493.41604805,273024.0,7.45058059692e-08,-1.92314187828,-2.1234154701199998e-07,0.50236671503,-218.5625,-3.04905061224,-3.22013413151e-09,-8.407493062980001e-10,0.0,2333.0,,2.0,0.0,-1.8626451492300002e-09,,273228.0
I02,2024-09-25 04:05:36,0.00042441021651000004,1.64845914696e-11,0.0,177.0,124.6875,3.7044400190800004e-09,0.77557204402,3.78116965294e-06,0.00200533750467,9.909272193910001e-06,6493.41666603,273936.0,9.31322574615e-08,-1.9231449548,-2.2351741790799998e-07,0.502365901648,-218.5,-3.04895975332,-3.2315631790100005e-09,-8.339633093480001e-10,0.0,2333.0,,2.0,0.0,-1.8626451492300002e-09,,274140.0
I02,2024-09-25 04:20:48,0.0004244269803166001,1.818989403546e-11,0.0,178.0,122.37499999999999,3.7201549593860004e-09,0.8422871239539002,3.7103891372679995e-06,0.002004960435443,9.879469871521e-06,6493.414999008,274848.0,1.192092895508e-07,-1.923148072277,-2.3096799850459997e-07,0.5023650926540001,-217.375,-3.049167888527,-3.2444208574370003e-09,-8.257486814612999e-10,0.0,2333.0,,2.0,0.0,-1.862645149231e-09,,275052.0
I02,2024-09-25 04:36:00,0.00042444281280040004,1.5688783605579997e-11,0.0,179.0,119.0,3.735869899691e-09,0.9088417715135,3.602355718613e-06,0.002005021320656,9.80868935585e-06,6493.415224075,275760.0,1.4901161193850001e-07,-1.923151226328,-2.346932888031e-07,0.502364288049,-215.0,-3.049215687913,-3.2572785358680003e-09,-8.161054226381e-10,0.0,2333.0,,2.0,0.0,-1.862645149231e-09,,275964.0
I02,2024-09-25 04:50:24,0.000424456782639,1.68256519828e-11,0.0,180.0,115.3125,3.751584839996e-09,0.9722539276729001,3.4756958484649997e-06,0.002004419337027,9.704381227493e-06,6493.412277222,276624.0,1.7508864402769998e-07,-1.923154288215,-2.3096799850459997e-07,0.5023635112395,-211.4375,-3.049621023014,-3.2672789524260004e-09,-8.057478483464e-10,0.0,2333.0,,2.0,0.0,-1.862645149231e-09,,276876.0
I02,2024-09-25 05:05:36,0.000424470286816,1.5916157281e-11,0.0,181.0,111.31249999999999,3.76587114936e-09,1.03882533296,3.3341348171199995e-06,0.0020044589182400003,9.55164432526e-06,6493.41247177,277536.0,2.08616256714e-07,-1.92315747299,-2.19792127609e-07,0.5023627227270001,-206.5,-3.0496853285,-3.2758507380500003e-09,-7.93604485384e-10,0.0,2333.0,,2.0,0.0,-1.8626451492300002e-09,,277740.0
I02,2024-09-25 05:20:48,0.000424484256655,1.21644916362e-11,0.0,182.0,107.74999999999999,3.7815860896700006e-09,1.10559457305,3.20002436638e-06,0.00200394506101,9.354203939439999e-06,6493.41074562,278448.0,2.34693288803e-07,-1.92316063289,-2.0116567611699998e-07,0.502361983953,-200.375,-3.04994696409,-3.2858511546000003e-09,-7.81103964687e-10,0.0,2333.0,,2.0,0.0,-1.8626451492300002e-09,,278652.0
I02,2024-09-25 05:36:00,0.0004244991578162,1.58024704433e-11,0.0,183.0,104.875,3.7944437680990004e-09,1.172665939363,3.084540367126e-06,0.002003831905313,9.126961231232e-06,6493.407804489,279360.0,2.607703208923e-07,-1.923163947864,-1.788139343262e-07,0.5023612217727,-193.5,-3.050511643152,-3.292994309288e-09,-7.682462862558001e-10,0.0,2333.0,,2.0,0.0,-1.862645149231e-09,,279564.0
I02,2024-09-25 05:50:24,0.0004245149903,1.796252036e-11,0.0,184.0,102.9375,3.80587281559e-09,1.23574825431,2.9951333999599997e-06,0.0020039884839200004,8.88481736183e-06,6493.40807915,280224.0,2.7939677238499994e-07,-1.92316702584,-1.49011611938e-07,0.5023605327380001,-186.625,-3.05058730966,-3.2987088330400005e-09,-7.55745765559e-10,0.0,2333.0,,2.0,0.0,-1.8626451492300002e-09,,280428.0
I02,2024-09-25 06:05:36,0.000424530357122,1.69393388205e-11,0.0,185.0,101.75,3.81444460121e-09,1.30268443383,2.9318034648900003e-06,0.0020037876674900003,8.62032175064e-06,6493.4057731600005,281136.0,2.9802322387700003e-07,-1.92317022378,-1.19209289551e-07,0.502359836389,-179.3125,-3.05101622262,-3.3029947258500003e-09,-7.42173771659e-10,0.0,2333.0,,2.0,0.0,-1.8626451492300002e-09,,281340.0
I02,2024-09-25 06:20:48,0.000424544792622,1.58024704433e-11,0.0,186.0,101.25,3.82015912496e-09,1.36946237389,2.8982758521999996e-06,0.0020036918576799997,8.35210084915e-06,6493.404508590001,282048.0,3.05473804474e-07,-1.92317341294,-8.568167686460002e-08,0.5023591502810001,-172.125,-3.05128677176,-3.3058519877200004e-09,-7.28244620026e-10,0.0,2333.0,,2.0,0.0,-1.8626451492300002e-09,,282252.0
I02,2024-09-25 06:36:00,0.00042456155642900005,1.8189894035499998e-11,0.0,187.0,101.49999999999999,3.824445017770001e-09,1.43649571019,2.8945505619e-06,0.00200364808552,8.083879947659999e-06,6493.40163231,282960.0,3.0919909477199995e-07,-1.92317683178,-4.842877388e-08,0.5023584685610001,-165.3125,-3.05181266594,-3.30728061866e-09,-7.146726261260001e-10,0.0,2333.0,,2.0,0.0,-1.8626451492300002e-09,,283164.0
I02,2024-09-25 06:50:24,0.00042457552626700004,1.63709046319e-11,0.0,188.0,102.18750000000001,3.82587364871e-09,1.49950093959,2.9169023037e-06,0.0020037079229999998,7.84546136856e-06,6493.40213966,283824.0,3.0919909477199995e-07,-1.92317969471,-1.49011611938e-08,0.5023578599870001,-159.25,-3.05181098651,-3.3058519877200004e-09,-7.01457789961e-10,0.0,2333.0,,2.0,0.0,-1.8626451492300002e-09,,284028.0
I02,2024-09-25 07:05:36,0.000424588099122,1.61435309565e-11,0.0,189.0,103.4375,3.82587364871e-09,1.56657930744,2.9690563678699997e-06,0.00200362771284,7.62939453125e-06,6493.39881325,284736.0,3.05473804474e-07,-1.92318232797,1.86264514923e-08,0.5023571826559999,-153.9375,-3.05238211997,-3.3058519877200004e-09,-6.85742849656e-10,0.0,2333.0,,2.0,0.0,-1.8626451492300002e-09,,284940.0
I02,2024-09-25 07:20:48,0.0004246039316058,1.762145984685e-11,0.0,190.0,105.0,3.824445017772001e-09,1.633105707511,3.0323863029479997e-06,0.0020038009388370004,7.417052984238e-06,6493.3991127009995,285648.0,2.9057264327999997e-07,-1.923186851309,5.2154064178470006e-08,0.5023565989516,-148.5625,-3.052400058269,-3.301566094909e-09,-6.718136980228e-10,0.0,2333.0,,2.0,0.0,-1.862645149231e-09,,285900.0
I02,2024-09-25 07:36:00,0.0004246206954122,1.807620719774e-11,0.0,191.0,106.74999999999999,3.820159124961e-09,1.699991918138,3.1106173992159998e-06,0.002003793488257,7.227063179015999e-06,6493.397035599,286560.0,2.682209014893e-07,-1.92318948895,8.195638656615999e-08,0.5023559640452001,-143.75,-3.0527789482,-3.2958515711610002e-09,-6.578845463892e-10,0.0,2333.0,,2.0,0.0,-1.862645149231e-09,,286764.0
I02,2024-09-25 07:50:24,0.000424636527896,1.87583282241e-11,0.0,192.0,108.5625,3.81587323215e-09,1.76315130692,3.19257378578e-06,0.00200392282568,7.07805156708e-06,6493.39634895,287424.0,2.4586915969799997e-07,-1.92319253036,1.04308128357e-07,0.5023554081360001,-139.8125,-3.05293119555,-3.2887084164800002e-09,-6.446697102240001e-10,0.0,2333.0,,2.0,0.0,-1.8626451492300002e-09,,287628.0
I02,2024-09-25 08:05:36,0.000424649566412,1.52340362547e-11,0.0,193.0,110.56250000000001,3.80873007747e-09,1.82963912692,3.28198075294e-06,0.00200382771436,6.951391696929999e-06,6493.39678764,288336.0,2.1234154701199998e-07,-1.92319592872,1.26659870148e-07,0.502354865394,-136.4375,-3.05291096193,-3.27870799992e-09,-6.310977163239999e-10,0.0,2333.0,,2.0,0.0,-1.8626451492300002e-09,,288540.0
I02,2024-09-25 08:20:48,0.000424664467573,1.65982783074e-11,0.0,194.0,112.43749999999999,3.8001582918500005e-09,1.89664754973,3.36021184921e-06,0.0020041373791199997,6.861984729769999e-06,6493.393617629999,289248.0,1.7881393432599998e-07,-1.92319918956,1.37835741043e-07,0.50235433728,-133.9375,-3.05341162808,-3.26727895243e-09,-6.18240037893e-10,0.0,2333.0,,2.0,0.0,-1.8626451492300002e-09,,289452.0
I02,2024-09-25 08:36:00,0.000424683094025,1.86446413863e-11,0.0,195.0,113.875,3.79015787529e-09,1.96303231592,3.42354178429e-06,0.0020040759118299997,6.809830665589999e-06,6493.39459801,290160.0,1.4528632163999998e-07,-1.92320261864,1.4528632163999998e-07,0.502353850129,-132.375,-3.05328845916,-3.25442127399e-09,-6.060966749310001e-10,0.0,2333.0,,2.0,0.0,-1.8626451492300002e-09,,290364.0
I02,2024-09-25 08:50:24,0.0004246979951859,1.818989403546e-11,0.0,196.0,114.625,3.7787288277950006e-09,2.026095999145,3.4570693969729997e-06,0.002004218171351,6.787478923798e-06,6493.394178391,291024.0,1.1548399925229999e-07,-1.923205326501,1.415610313416e-07,0.5023532986084,-131.75,-3.053345239399,-3.2415635955640004e-09,-5.957391006391e-10,0.0,2333.0,,2.0,0.0,-1.862645149231e-09,,291276.0
I02,2024-09-25 09:05:36,0.0004247161559760001,2.0236257114399997e-11,0.0,197.0,114.43749999999999,3.7672997803e-09,2.09272352928,3.45706939697e-06,0.00200431526173,6.806105375289999e-06,6493.39325142,291936.0,9.31322574615e-08,-1.92320868536,1.41561031342e-07,0.502352868511,-132.1875,-3.05346475688,-3.2301345480700004e-09,-5.85738684082e-10,0.0,2333.0,,2.0,0.0,-1.8626451492300002e-09,,292140.0
I02,2024-09-25 09:20:48,0.0004247329197824001,1.864464138635e-11,0.0,198.0,112.87499999999999,3.7530134709320005e-09,2.158874696722,3.408640623093e-06,0.0020038710208610004,6.828457117081e-06,6493.395845413,292848.0,7.078051567078001e-08,-1.923211764804,1.266598701477e-07,0.5023523755071001,-132.9375,-3.053108232041,-3.217276869638e-09,-5.785955293977e-10,0.0,2333.0,,2.0,0.0,-1.862645149231e-09,,293100.0
I02,2024-09-25 09:36:00,0.0004247492179275,1.773514668457e-11,0.0,199.0,109.6875,3.738727161565e-09,2.225254256395,3.311783075333e-06,0.0020037142094220003,6.85453414917e-06,6493.396566390999,293760.0,5.587935447693e-08,-1.923214836932,1.117587089539e-07,0.5023518927442,-133.9375,-3.052980238413,-3.205847822144e-09,-5.728810056505e-10,0.0,2333.0,,2.0,0.0,-1.862645149231e-09,,294012.0
I02,2024-09-25 09:50:24,0.000424763653427,1.69393388205e-11,0.0,200.0,105.06249999999999,3.7244408522e-09,2.28809476561,3.16649675369e-06,0.0020034792833,6.87316060066e-06,6493.397520070001,294624.0,4.842877388e-08,-1.92321770425,1.0058283805799999e-07,0.502351430462,-134.6875,-3.05281367787,-3.19727603652e-09,-5.696665860429999e-10,0.0,2333.0,,2.0,0.0,-1.8626451492300002e-09,,294876.0
I02,2024-09-25 10:05:36,0.0004247818142176001,2.0008883438999998e-11,0.0,200.99999999999997,98.5,3.7087259118920003e-09,2.354500309634,2.9653310775759995e-06,0.002003477769904,6.869435310363999e-06,6493.397518158,295536.0,4.842877388e-08,-1.923220717863,8.940696716309e-08,0.502350949162,-134.875,-3.052712006531,-3.1915615127760003e-09,-5.675236396376001e-10,0.0,2333.0,,2.0,0.0,-1.862645149231e-09,,295788.0
I02,2024-09-25 10:20:48,0.0004247962497175,1.671196514508e-11,0.0,202.0,90.4375,3.6944396025240004e-09,2.420614389174,2.7231872081759997e-06,0.0020025997655470002,6.832182407379e-06,6493.400714874,296448.0,5.2154064178470006e-08,-1.923223626144,8.568167686462001e-08,0.5023504371407,-133.9375,-3.052318657118,-3.187275619966e-09,-5.671664819034e-10,0.0,2333.0,,2.0,0.0,-1.862645149231e-09,,296688.0
I02,2024-09-25 10:36:00,0.0004248111508787,1.648459146963e-11,0.0,202.99999999999997,81.3125,3.67872466222e-09,2.486840557497,2.4512410163879996e-06,0.002001984626986,6.746500730515e-06,6493.402673721001,297360.0,5.587935447693e-08,-1.923226540276,8.568167686462001e-08,0.5023499178047001,-131.4375,-3.052037653962,-3.187275619966e-09,-5.678807973718e-10,0.0,2333.0,,2.0,0.0,-1.862645149231e-09,,297552.0
I02,2024-09-25 10:50:24,0.0004248260520399,1.693933882052e-11,0.0,204.0,72.0,3.665866983789e-09,2.549569125685,2.1792948246e-06,0.002001280896366,6.616115570067999e-06,6493.404802322,298224.0,6.332993507385e-08,-1.923229277396,8.940696716309e-08,0.5023494116351,-127.4375,-3.051759521051,-3.190132881839e-09,-5.696665860428001e-10,0.0,2333.0,,2.0,0.0,-1.862645149231e-09,,298464.0
I02,2024-09-25 11:05:36,0.00042484560981390004,1.909938873723e-11,0.0,204.99999999999997,62.3125,3.654437936294e-09,2.615856448372,1.896172761917e-06,0.0020006595877929997,6.426125764846999e-06,6493.406364441,299136.0,6.705522537231e-08,-1.923232051089,1.0058283805849999e-07,0.5023488747442001,-121.3125,-3.051540042377,-3.1972760365230006e-09,-5.710952169795e-10,0.0,2333.0,,2.0,0.0,-1.862645149231e-09,,299376.0
I02,2024-09-25 11:20:48,0.0004248614422977,1.864464138635e-11,0.0,206.0,53.0625,3.6430088888e-09,2.68203684784,1.6316771507259999e-06,0.0019997130148110003,6.187707185745e-06,6493.4091510769995,300048.0,6.332993507385e-08,-1.92323495937,1.1548399925229999e-07,0.502348342242,-113.43749999999999,-3.05121367852,-3.2072764530810003e-09,-5.735953211189e-10,0.0,2333.0,,2.0,0.0,-1.862645149231e-09,,300288.0
