Satelitenumber,Datetime,X,Y,Z,azimuth,zenith
E34,2024-09-18 13:20:00,21236451.91165332,51996.15712018344,20625795.18310452,197.61783159095822,23.75637336231868
E34,2024-09-18 13:20:00,21271860.26555701,26654.02794225594,20589360.048513968,197.707590282145,23.888451300323254
E34,2024-09-18 13:20:00,21270174.530629326,27858.339339116417,20591098.219328254,197.70335484063335,23.882157790883983
E34,2024-09-18 13:30:00,19141744.376628965,1729970.4042981125,22514982.3586422,188.079915535046,16.465345548127605
E34,2024-09-18 13:30:00,19200991.05001657,1677465.9548403472,22468516.765577566,188.50767084108293,16.653292705664466
E34,2024-09-18 13:30:00,19236554.07623109,1646098.5242852757,22440434.35230609,188.75849581137004,16.7667920903181
E34,2024-09-18 13:30:00,19234860.352301557,1647589.908370916,22441775.059901144,188.74664953724994,16.76137514173367
E34,2024-09-18 13:40:00,17144627.58720735,3693978.2502445546,23846377.30600771,163.86446092023766,11.449434250841637
E34,2024-09-18 13:40:00,17201538.032526888,3632395.36466395,23814888.029827606,164.87066828535438,11.539649644258118
E34,2024-09-18 13:40:00,17235733.38565895,3595563.653882589,23795779.233014483,165.46598541843395,11.595925875949911
E34,2024-09-18 13:40:00,17234104.208733737,3597315.5326008135,23796692.83376285,165.43778186696522,11.593209983957495
E34,2024-09-18 13:50:00,15268904.878575731,5944031.097096589,24650984.039140537,125.63838366034922,11.481535827530955
E34,2024-09-18 13:50:00,15321194.968055906,5874872.7418933185,24635167.947381396,126.63871302779556,11.395181728425325
E34,2024-09-18 13:50:00,15352647.800003806,5833471.223152649,24625455.636958487,127.24728305275165,11.345506786770871
E34,2024-09-18 13:50:00,15351148.71267072,5835441.127757332,24625921.913502134,127.2181633218456,11.347835458684544
E34,2024-09-18 14:00:00,13586642.0126553,8419926.11132867,24911024.705105443,102.3372497395316,16.386443930007704
E34,2024-09-18 14:00:00,13632400.150145778,8345173.349564674,24911232.78303283,102.75217870816826,16.206903075613994
E34,2024-09-18 14:00:00,13659957.53061464,8300384.614500501,24911132.46515641,103.00716446670353,16.09985807452519
E34,2024-09-18 14:00:00,13658643.536138527,8302516.333250162,24911141.071558528,102.99491839459985,16.104943673270768
E36,2024-09-18 13:00:00,9541375.053486723,12916899.672648033,24868726.970492076,82.21953063221387,29.007923705884703
E36,2024-09-18 13:00:00,9487052.575379372,12947758.360716,24873457.31506287,82.01980851989046,29.122099561525282
E36,2024-09-18 13:00:00,9532679.915747618,12921829.205836518,24869499.874807235,82.18741187509193,29.02614919806217
E36,2024-09-18 13:00:00,9530506.340317193,12923062.057711942,24869692.14576534,82.17939191410471,29.030708121573138
E36,2024-09-18 13:10:00,7729516.324005258,14028584.521781348,24895433.231934417,76.68837764959417,33.188817905258844
E36,2024-09-18 13:10:00,7760811.675406885,14007881.567374563,24897357.776450396,76.7654268728667,33.110490265749824
E36,2024-09-18 13:10:00,7804671.686433769,13978959.336255528,24899907.537309017,76.87442741846782,33.00105719296252
E36,2024-09-18 13:10:00,7802581.887125721,13980334.945242584,24899789.94571051,76.86920684869304,33.00626227963434
E36,2024-09-18 13:20:00,5329274.516180178,15793465.44594358,24463840.051684383,72.40883977251403,39.7828259812345
E36,2024-09-18 13:20:00,5357890.942560059,15770198.004104702,24472602.134874158,72.44263032983419,39.69741500747813
E36,2024-09-18 13:20:00,5398019.030051321,15737668.977861198,24484726.906684138,72.49065607708702,39.57792866023131
E36,2024-09-18 13:20:00,5398019.028004787,15737668.979187489,24484726.90633528,72.49065607368459,39.577928665523004
