satelite_id,Datetime,a0,a1,a2,X,Vx,ax,Health,Y,Vy,ay,Frequency number,Z,Vz,az,Age of operation
R13,2024-09-25 21:15:00,-5.177222192290001e-05,0.0,334800.0,8661.29833984,1.07774829865,0.0,0.0,-7868.98193359,2.91104125977,9.31322574615e-10,-2.0,22654.6108398,0.599077224731,-2.79396772385e-09,0.0
R13,2024-09-25 21:45:00,-5.1773153245400006e-05,0.0,336600.0,10997.4863281,1.49772167206,0.0,0.0,-2733.14111328,2.74811077118,9.31322574615e-10,-2.0,22842.4023437,-0.39176750183100006,-1.8626451492300002e-09,0.0
R13,2024-09-25 22:15:00,-5.1774084568000005e-05,0.0,338400.0,13951.9956055,1.75008106232,0.0,0.0,1870.11328125,2.32963752747,0.0,-2.0,21262.5258789,-1.35222911835,-1.8626451492300002e-09,0.0
R13,2024-09-25 22:45:00,-5.1775015890600005e-05,0.0,340200.0,17153.0439453,1.76253700256,0.0,0.0,5547.2597656299995,1.73484897614,0.0,-2.0,18037.3779297,-2.20796489716,-9.31322574615e-10,0.0
R13,2024-09-25 23:15:00,-5.1775947213200004e-05,0.0,342000.0,20132.149414099997,1.50155925751,0.0,0.0,8071.97167969,1.06764793396,0.0,-2.0,13416.6826172,-2.89276409149,-9.31322574615e-10,0.0
R13,2024-09-25 23:45:00,-5.1776878535700006e-05,0.0,343800.0,22400.5898438,0.978624343872,0.0,0.0,9414.295898440001,0.43924140930200006,0.0,-2.0,7758.1074218700005,-3.35368156433,0.0,0.0
R14,2024-09-24 23:45:00,2.696178853512e-05,0.0,257399.99999999997,-4569.594726562001,2.303700447083,0.0,0.0,-14708.76806641,1.559759140015,9.313225746155e-10,-7.0,20354.48193359,1.643423080444,-2.793967723846e-09,0.0
R14,2024-09-25 00:15:00,2.6961788535100004e-05,0.0,259200.0,26.1889648438,2.76722145081,0.0,0.0,-12069.3798828,1.33776760101,9.31322574615e-10,-7.0,22489.2587891,0.7131576538090001,-2.79396772385e-09,0.0
R14,2024-09-25 00:45:00,2.6962719857700003e-05,0.0,261000.0,5242.59326172,2.98230361938,0.0,0.0,-9995.569335940001,0.945423126221,9.31322574615e-10,-7.0,22888.6015625,-0.27237415313700003,-1.8626451492300002e-09,0.0
R14,2024-09-25 01:15:00,2.6962719857700003e-05,0.0,262800.0,10585.175293,2.90338134766,0.0,0.0,-8711.06933594,0.478090286255,9.31322574615e-10,-7.0,21521.1113281,-1.23728752136,-1.8626451492300002e-09,0.0
R14,2024-09-25 01:45:00,2.6963651180300002e-05,0.0,264600.0,15516.6738281,2.52916526794,0.0,0.0,-8255.638671870001,0.0418491363525,9.31322574615e-10,-7.0,18491.5400391,-2.10715293884,-9.31322574615e-10,0.0
R14,2024-09-25 02:15:00,2.695992589e-05,0.0,266400.0,19538.3710938,1.90324687958,0.0,0.0,-8482.075195309999,-0.26466178894,9.31322574615e-10,-7.0,14033.0107422,-2.81468486786,0.0,0.0
R14,2024-09-25 02:45:00,2.695992589e-05,0.0,268200.0,22265.883300799997,1.10738277435,0.0,0.0,-9085.267089840001,-0.36718559265100004,9.31322574615e-10,-7.0,8489.37060547,-3.30495262146,0.0,0.0
R14,2024-09-25 03:15:00,2.695992589e-05,0.0,270000.0,23486.9711914,0.24849224090600003,0.0,0.0,-9658.463378909999,-0.22873592376700003,0.0,-7.0,2288.88867188,-3.53971004486,9.31322574615e-10,0.0
R14,2024-09-25 03:45:00,2.69589945674e-05,0.0,271800.0,23191.7958984,-0.558524131775,0.0,0.0,-9767.423339840001,0.143733978271,0.0,-7.0,-4088.7568359399997,-3.50047492981,9.31322574615e-10,0.0
R14,2024-09-25 04:15:00,2.69589945674e-05,0.0,273600.0,21570.5776367,-1.20931529999,0.0,0.0,-9029.98535156,0.700067520142,0.0,-7.0,-10149.6899414,-3.19007205963,1.8626451492300002e-09,0.0
R14,2024-09-25 04:45:00,2.6958994567390004e-05,-0.0,275400.0,18979.02246094,-1.626850128174,-9.313225746155e-10,0.0,-7187.618164063,1.354954719543,-0.0,-7.0,-15424.30810547,-2.632475852966,1.862645149231e-09,0.0
